"iter","AGCmax","theta","sigma","lp__"
409,187.439903367652,0.0119371132882683,0.111005799014049,-155.446563237368
410,160.795264558387,0.0144424893124023,0.10612164025347,-157.084764811169
411,173.118213098025,0.0132774433618733,0.115800650655236,-156.166003873664
412,164.014754733816,0.0146234648599466,0.101059154769497,-158.801906959752
413,190.176417971121,0.0120727950396287,0.116256659329135,-156.453639686076
414,181.025189239883,0.0130752391034469,0.129528457403525,-159.270814210083
415,189.586568770882,0.0119903802911194,0.11489356710867,-155.872711553414
416,168.025384848082,0.0135973299039395,0.101886072162208,-156.049275115444
417,190.68980500439,0.0118834881760276,0.116058410178565,-155.966668246634
418,199.235664817414,0.0114985547410529,0.0921546788654767,-158.065619111431
419,193.892226166011,0.0116145353766332,0.0974241872637261,-155.598921409001
420,178.98526530503,0.0128854970957558,0.103384716874219,-155.488734468807
421,178.92505756346,0.0128575426297844,0.112664295048289,-155.736086711372
422,185.239271241709,0.0119363191251621,0.106052295658438,-155.827753334549
423,165.471174331541,0.0142053843746576,0.0937526004844331,-157.400908723714
424,164.770007777997,0.013588255674529,0.0980866148618722,-158.212949894368
425,159.97032727465,0.0146114159211976,0.0949013822677912,-157.565034546614
426,190.529575141737,0.0115198817175556,0.117050284797185,-156.723871544088
427,188.592064704193,0.0120869344186688,0.0922108344100083,-156.061951002082
428,179.830220425807,0.0126997319881724,0.109053718378287,-155.322251101635
429,188.802387523858,0.0117609564495241,0.0985772881001961,-155.567597868193
430,199.494398249382,0.011460195231491,0.108463755469864,-156.995759739473
431,186.80334951566,0.0121566250819822,0.087738664997534,-156.538662336614
432,202.694270787436,0.0112007937435613,0.0981595809490715,-157.222557370473
433,176.630868735894,0.0131458085776331,0.10030361264278,-155.892938467667
434,193.972423950867,0.0114672649391124,0.113579132676347,-155.943212867812
435,192.49663947416,0.0115441315866172,0.10321298986863,-155.472789563539
436,180.992642314476,0.0120517113698335,0.120688429256204,-158.118646192898
437,186.937769623886,0.0121974276625757,0.0985495389144041,-155.387964316834
438,190.321735955853,0.0117150208024199,0.097759727137943,-155.447935988639
439,196.399499529991,0.0114073673047927,0.106985768941082,-155.686560756516
440,169.076172395502,0.0137276631800639,0.11097225521425,-156.286423279044
441,160.277259451837,0.0148699250494957,0.106400524398712,-158.180121767234
442,192.961636099201,0.0116571006923951,0.0891929692675519,-156.452668946625
443,192.400122151209,0.0119565659885933,0.103533155376699,-156.353138701051
444,162.619342680737,0.014253267579762,0.112005915559647,-157.081391325075
445,174.462954184731,0.0129513835908274,0.0812162141836213,-158.796052844691
446,180.028510785615,0.0122610658757903,0.11070726535331,-156.519693737708
447,178.389008639187,0.0124683433554843,0.114710910156348,-156.386076111854
448,168.504672727399,0.0138591659791828,0.092270829595006,-157.011171143536
449,156.673024810649,0.0149257348153947,0.124712938312978,-159.449620965501
450,185.780529057188,0.0120844639584954,0.0992366498891146,-155.167230277822
451,192.228881786875,0.0117247487611349,0.0875234199706324,-156.75578291143
452,174.786363323455,0.0128988785870764,0.125939455122339,-157.326987944182
453,177.313876283533,0.0127874134038416,0.0835512523442967,-157.615914652037
454,182.439005876601,0.0124336794700822,0.106009167100589,-155.100201996342
455,174.794396978049,0.0133171907579277,0.0978935723040055,-156.157016484872
456,188.306910169045,0.0121976223090152,0.109705082769216,-155.889505906455
457,178.278306547004,0.0128049260940444,0.0984841171555964,-155.264515173035
458,173.524295747169,0.0128981772568096,0.0983405027374724,-156.332109922071
459,171.37124169564,0.0132539011524867,0.0922764436638272,-156.360466425001
460,181.394212727109,0.0126690432225189,0.119201677205292,-156.284843067481
461,166.617817237639,0.0140507182959348,0.112741394239329,-156.89964270875
462,176.117135897607,0.0130846321391173,0.109833775022599,-155.651677005417
463,184.704397966323,0.0121485017166711,0.103827975743462,-155.131729840066
464,174.75036613173,0.0134756957405532,0.120039201268373,-157.608280078936
465,198.037086089344,0.0112414974684303,0.11067796584142,-156.028986806148
466,193.515833661773,0.0118168605920066,0.106816391740121,-156.073586546545
467,185.588822453665,0.0120428458880968,0.110147181336946,-155.436084893873
468,190.32806244346,0.0116964405527272,0.0933424018890767,-155.876529693254
469,161.547860540732,0.0144972967044203,0.0865683327192427,-158.728134272087
470,200.234119039584,0.0108169436413108,0.110484909146045,-157.52144213297
471,185.533388775422,0.0119549021963251,0.0963631679086979,-155.87746804871
472,184.019157349241,0.0123158679474619,0.116015345638874,-155.720835021353
473,181.597802444934,0.0125422845642308,0.0936782776301658,-155.541207283604
474,195.14756322639,0.0115861053026397,0.0983247803896523,-155.791018626871
475,167.707325735514,0.0139614710516139,0.10380629294642,-156.501465345229
476,200.389668563227,0.0110632269035632,0.109802796439361,-156.268011434463
477,185.779710213144,0.0122684856694703,0.106986620834084,-155.275567237334
478,179.421507725012,0.0126232773608643,0.107070199051355,-155.211860816224
479,156.526786516253,0.0149882836809794,0.0911381208826707,-158.664551230947
480,199.212061314861,0.0110545592679041,0.102894330430217,-156.195128675116
481,188.367913527418,0.0118264178227916,0.0930574012241169,-155.873561039171
482,192.052190312402,0.0119657910990787,0.0970687094352637,-156.51937151187
483,204.319362505577,0.0110883889894885,0.0892565344500714,-158.547788506893
484,162.070339805323,0.0141641111410649,0.106974969553531,-157.027022151082
485,182.762533543059,0.0128354080501573,0.107330413519334,-157.083847970643
486,183.435508528292,0.0122982670114444,0.106445209934107,-155.11631468716
487,204.051624808483,0.0108447837393604,0.11052391750614,-156.771027236508
488,171.799026190167,0.0134467757159814,0.121574576821324,-156.933638484227
489,175.496917491508,0.0127070402021611,0.103642671023901,-156.143564956842
490,218.534512256956,0.0100831184200827,0.108595635520468,-159.471404931396
491,188.469240979228,0.0120123089236683,0.0925516927119831,-155.751450304945
492,201.537521804811,0.0112460941631093,0.094333231851874,-157.216198346735
493,187.234479326094,0.0118509014919735,0.115042852656356,-156.014796782216
494,194.434129102673,0.0114176357173178,0.0972737933260064,-155.761536177934
495,159.577472358813,0.0145645186595369,0.097310229827162,-157.395179453466
496,187.558045064842,0.0121178010151628,0.112214576906276,-155.549344396271
497,155.858237218929,0.014721727791814,0.127966028171599,-160.384470280345
498,186.480171020338,0.0120157442904053,0.0873099097852335,-156.617024879662
499,188.91123925745,0.0118735329464085,0.114190023316886,-155.65952183753
500,191.499856856032,0.0116558958695758,0.0983886958801482,-155.418664831435
