"ID_Plant","AreaPlant","AGB0","YearLogged","AreaTot","AreaLogged","code_parcOLD"
"ESP010s2",90.2394106813996,308.70266234,1989,391.81807,196,"ESP010"
"ESP011s1",97.1454880294659,294.203142,1989,421.70688,211,"ESP011"
"ESP011s2",97.1454880294659,294.203142,1989,421.70688,211,"ESP011"
"ESP012s1",145.948434622468,309.2056107,1989,317.27495,158.5,"ESP012"
"ESP013s1",93.0018416206262,300.2429493,1989,202.23704,101,"ESP013"
"ESP014s1",139.042357274401,323.037505966667,1990,301.93188,151,"ESP014"
"ESP015s1",102.670349907919,306.1841553,1990,223.43607,111.5,"ESP015"
"ESP016s1",112.79926335175,315.758767175,1991,245.15601,122.5,"ESP016"
"ESP017s1",83.7937384898711,310.21270454,1992,363.70392,182,"ESP017"
"ESP017s2",83.7937384898711,310.21270454,1992,363.70392,182,"ESP017"
"ESP018s1",109.576427255985,312.412480233333,1992,238.0284,119,"ESP018"
"ESP019s1",95.3038674033149,320.16788,1992,207.13324,103.5,"ESP019"
"ESP021s1",136.740331491713,317.460575233333,1989,296.68627,148.5,"ESP021"
"ESP024s1",91.6206261510129,312.4951909,1999,320.7942,199,"ESP024"
"ESP024s2",91.6206261510129,312.4951909,1999,320.7942,199,"ESP024"
"ESP025s1",83.3333333333333,324.048090766667,1992,362.35007,181,"ESP025"
"ESP025s2",83.3333333333333,324.048090766667,1992,362.35007,181,"ESP025"
"ESP026s1",90.85328422345,306.663896816667,1992,591.66935,296,"ESP026"
"ESP026s2",90.85328422345,306.663896816667,1992,591.66935,296,"ESP026"
"ESP026s3",90.85328422345,306.663896816667,1992,591.66935,296,"ESP026"
"ESP027s1",94.8434622467772,305.14484565,1992,412.35478,206,"ESP027"
"ESP027s2",94.8434622467772,305.14484565,1992,412.35478,206,"ESP027"
"ESP028s1",119.705340699816,311.5401418,1995,274.91439,130,"ESP028"
"ESP029s1",116.022099447514,306.49934035,1995,270.17161,126,"ESP029"
"ESP030s1",109.116022099448,304.418715825,1996,394.74579,237,"ESP030"
"ESP030s2",109.116022099448,304.418715825,1996,394.74579,237,"ESP030"
"ESP031s1",86.5561694290976,316.8847402,1999,367.44243,188,"ESP031"
"ESP031s2",86.5561694290976,316.8847402,1999,367.44243,188,"ESP031"
"ESP032s1",77.1178637200737,306.82441725,1994,334.89339,167.5,"ESP032"
"ESP032s2",77.1178637200737,306.82441725,1994,334.89339,167.5,"ESP032"
"ESP033s1",90.6998158379374,309.410390325,1995,323.02148,197,"ESP033"
"ESP033s2",90.6998158379374,309.410390325,1995,323.02148,197,"ESP033"
"ESP034s1",143.646408839779,315.293585,1995,304.03291,156,"ESP034"
"ESP035s1",76.427255985267,310.860164575,1995,304.33674,166,"ESP035"
"ESP035s2",76.427255985267,310.860164575,1995,304.33674,166,"ESP035"
"ESP036s1",115.101289134438,302.8667445,1996,226.23683,125,"ESP036"
"ESP037s1",120.626151012891,305.1451527,1997,207.30093,131,"ESP037"
"GEN017s1",71.0865561694291,317.55748625,2016,340.76321,77.2,"GEN017"
"GEN019s1",140.883977900552,310.885695866667,2016,234.507,153,"GEN019"
"GRI004s1",96.6850828729282,306.3165112,2002,174.76148,105,"GRI004"
"GRI005s1",101.289134438306,326.93856465,2002,211.83284,110,"GRI005"
"GRI006s1",59.8526703499079,339.63736615,2003,195.34975,65,"GRI006"
"GRI009s1",69.060773480663,361.6503247,2003,248.44805,75,"GRI009"
"GRI012s1",75.9668508287293,341.48924385,2003,255.85771,165,"GRI012"
"GRI012s2",75.9668508287293,341.48924385,2003,255.85771,165,"GRI012"
"GRI013s1",127.07182320442,324.758359333333,2003,243.11476,138,"GRI013"
"GRI014s1",106.813996316759,303.873897,1993,232.00088,116,"GRI014"
"GRI015s1",76.427255985267,333.0227023,2002,184.76239,83,"GRI015"
"GRI016s1",71.8232044198895,348.76667685,2002,220.4476,78,"GRI016"
"GRI018s1",89.7790055248619,350.7437301,1998,245.98789,195,"GRI018"
"GRI018s2",89.7790055248619,350.7437301,1998,245.98789,195,"GRI018"
"GRI019s1",75.9668508287293,353.565863366667,1998,287.15368,165,"GRI019"
"GRI019s2",75.9668508287293,353.565863366667,1998,287.15368,165,"GRI019"
"GRI022s1",105.432780847145,345.9768434,2001,315.76945,229,"GRI022"
"GRI022s2",105.432780847145,345.9768434,2001,315.76945,229,"GRI022"
