"ID_LogUnit","AGB","MAP","RainSeas","BulkDens","AreaLogUnit"
"CPG001s48",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s49",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s50",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s51",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s52",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s53",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s54",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s55",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s56",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s57",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s58",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s59",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s60",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s61",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s62",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s63",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s64",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s65",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s66",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s67",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s68",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s69",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s70",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s71",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s72",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s73",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s74",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s75",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s76",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s77",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s78",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s79",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s80",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s81",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s82",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s83",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s84",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s85",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s86",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s87",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s88",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s89",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s90",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s91",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s92",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s93",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s94",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s95",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s96",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s97",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s98",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s99",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s100",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s101",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s102",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s103",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s104",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s105",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s106",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s107",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s108",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s109",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s110",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s111",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s112",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s113",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s114",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s115",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s116",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s117",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s118",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s119",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s120",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s121",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s122",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s123",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s124",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s125",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s126",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s127",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s128",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s129",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s130",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s131",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s132",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s133",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s134",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s135",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s136",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s137",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s138",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s139",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s140",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s141",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s142",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s143",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s144",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s145",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s146",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s147",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s148",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s149",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s150",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s151",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s152",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s153",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s154",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s155",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s156",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s157",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s158",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s159",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s160",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s161",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s162",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s163",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s164",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s165",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s166",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s167",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s168",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s169",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s170",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s171",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s172",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s173",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s174",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s175",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s176",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s177",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s178",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s179",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s180",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s181",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s182",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s183",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s184",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s185",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s186",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s187",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s188",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s189",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s190",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s191",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s192",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s193",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s194",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s195",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s196",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s197",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s198",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s199",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s200",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s201",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s202",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s203",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s204",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s205",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"CPG001s206",323.538299792988,3575.65110246433,47.3878080415045,1.43,317.42201
"EAU031s1",278.38854975,2942.6875,47.125,1.29,317.42201
"EAU031s2",278.38854975,2942.6875,47.125,1.29,317.42201
"EAU031s3",278.38854975,2942.6875,47.125,1.29,317.42201
"EAU031s4",278.38854975,2942.6875,47.125,1.29,317.42201
"FOS001s1",299.989144407317,3133.11764705882,49.921568627451,1.37,317.42201
"FOS001s2",299.989144407317,3133.11764705882,49.921568627451,1.37,317.42201
"FOS001s3",299.989144407317,3133.11764705882,49.921568627451,1.37,317.42201
"FOS001s4",299.989144407317,3133.11764705882,49.921568627451,1.37,317.42201
"FOS001s5",299.989144407317,3133.11764705882,49.921568627451,1.37,317.42201
"FOS001s6",299.989144407317,3133.11764705882,49.921568627451,1.37,317.42201
"FOS001s7",299.989144407317,3133.11764705882,49.921568627451,1.37,317.42201
"FOS001s8",299.989144407317,3133.11764705882,49.921568627451,1.37,317.42201
"FOS001s9",299.989144407317,3133.11764705882,49.921568627451,1.37,317.42201
"FOS001s10",299.989144407317,3133.11764705882,49.921568627451,1.37,317.42201
"FOS001s11",299.989144407317,3133.11764705882,49.921568627451,1.37,317.42201
"FOS001s12",299.989144407317,3133.11764705882,49.921568627451,1.37,317.42201
"FRG001s1",335.300968363158,3772.02727272727,45.3090909090909,1.29,317.42201
"FRG001s2",335.300968363158,3772.02727272727,45.3090909090909,1.29,317.42201
"FRG001s3",335.300968363158,3772.02727272727,45.3090909090909,1.29,317.42201
"FRG001s4",335.300968363158,3772.02727272727,45.3090909090909,1.29,317.42201
"FRG001s5",335.300968363158,3772.02727272727,45.3090909090909,1.29,317.42201
"FRG001s6",335.300968363158,3772.02727272727,45.3090909090909,1.29,317.42201
"FRG001s7",335.300968363158,3772.02727272727,45.3090909090909,1.29,317.42201
"FRG001s8",335.300968363158,3772.02727272727,45.3090909090909,1.29,317.42201
"FRG001s9",335.300968363158,3772.02727272727,45.3090909090909,1.29,317.42201
"FRG001s10",335.300968363158,3772.02727272727,45.3090909090909,1.29,317.42201
"FRG001s11",335.300968363158,3772.02727272727,45.3090909090909,1.29,317.42201
"FRG001s12",335.300968363158,3772.02727272727,45.3090909090909,1.29,317.42201
"FRG001s13",335.300968363158,3772.02727272727,45.3090909090909,1.29,317.42201
"FRG001s14",335.300968363158,3772.02727272727,45.3090909090909,1.29,317.42201
"FRG001s15",335.300968363158,3772.02727272727,45.3090909090909,1.29,317.42201
"FRG001s16",335.300968363158,3772.02727272727,45.3090909090909,1.29,317.42201
"FRG001s17",335.300968363158,3772.02727272727,45.3090909090909,1.29,317.42201
"FRG001s18",335.300968363158,3772.02727272727,45.3090909090909,1.29,317.42201
"FRG001s19",335.300968363158,3772.02727272727,45.3090909090909,1.29,317.42201
"FRG001s20",335.300968363158,3772.02727272727,45.3090909090909,1.29,317.42201
"FRG001s21",335.300968363158,3772.02727272727,45.3090909090909,1.29,317.42201
"FRG001s22",335.300968363158,3772.02727272727,45.3090909090909,1.29,317.42201
"FRG001s23",335.300968363158,3772.02727272727,45.3090909090909,1.29,317.42201
"FRG001s24",335.300968363158,3772.02727272727,45.3090909090909,1.29,317.42201
"FRG001s25",335.300968363158,3772.02727272727,45.3090909090909,1.29,317.42201
"FRG001s26",335.300968363158,3772.02727272727,45.3090909090909,1.29,317.42201
"FRG001s27",335.300968363158,3772.02727272727,45.3090909090909,1.29,317.42201
"FRG001s28",335.300968363158,3772.02727272727,45.3090909090909,1.29,317.42201
"FRG001s29",335.300968363158,3772.02727272727,45.3090909090909,1.29,317.42201
"MBV001s1",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s2",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s3",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s4",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s5",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s6",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s7",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s8",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s9",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s10",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s11",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s12",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s13",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s14",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s15",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s16",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s17",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s18",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s19",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s20",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s21",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s22",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s23",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s24",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s25",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s26",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s27",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s28",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s29",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s30",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s31",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s32",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s33",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s34",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s35",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s36",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s37",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s38",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s39",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s40",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s41",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s42",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s43",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s44",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s45",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s46",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s47",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s48",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s49",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s50",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s51",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s52",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s53",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s54",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s55",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s56",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s57",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s58",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s59",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s60",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s61",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s62",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s63",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s64",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s65",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s66",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s67",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s68",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s69",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s70",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s71",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s72",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s73",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s74",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s75",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s76",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s77",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s78",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s79",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s80",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s81",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s82",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s83",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s84",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s85",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s86",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s87",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s88",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s89",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s90",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s91",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s92",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s93",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s94",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s95",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s96",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s97",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s98",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s99",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s100",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s101",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s102",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s103",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s104",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s105",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s106",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s107",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s108",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s109",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s110",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s111",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s112",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s113",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s114",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s115",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s116",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s117",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s118",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s119",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s120",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s121",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s122",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s123",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s124",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s125",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s126",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s127",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s128",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s129",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s130",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s131",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s132",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s133",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s134",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s135",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s136",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s137",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s138",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s139",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s140",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s141",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s142",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s143",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s144",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s145",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s146",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s147",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s148",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
"MBV001s149",312.866461626822,3318.85402298851,47.532183908046,1.29,317.42201
